OPTION_SYMBOL,UNDERLYING_TICKER,TRADE_DATE,EXPIRATION_DATE,OPTION_TYPE,STRIKE_PRICE,OPTION_OPEN_PRICE,OPTION_HIGH_PRICE,OPTION_LOW_PRICE,OPTION_CLOSE_PRICE,OPTION_VWAP,OPTION_VOLUME,OPTION_TRADES,UNDERLYING_OPEN_PRICE,UNDERLYING_HIGH_PRICE,UNDERLYING_LOW_PRICE,UNDERLYING_CLOSE_PRICE,UNDERLYING_VWAP,UNDERLYING_VOLUME,UNDERLYING_TRADES,DAYS_TO_EXPIRATION,SIGNED_MONEYNESS_RAW,SIGNED_MONEYNESS_PCT,OPTION_AGGREGATES_TIMESTAMP,UNDERLYING_AGGREGATES_TIMESTAMP,OPTION_INSERTED_AT,UNDERLYING_INSERTED_AT,OPTION_LOAD_DATE,UNDERLYING_LOAD_DATE,OPTION_FILENAME,UNDERLYING_FILENAME,MISSING_UNDERLYING_FLAG
O:AAPL251219P00265000,AAPL,2025-11-21,2025-12-19,P,265.0000,7.0000,7.0000,4.0000,4.5500,5.2288,2774,1140,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-6.4900,-0.0239051162,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219P00265000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219P00270000,AAPL,2025-11-21,2025-12-19,P,270.0000,9.0000,9.0500,5.5500,6.3000,6.8930,3355,694,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-1.4900,-0.0054882316,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219P00270000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219P00275000,AAPL,2025-11-21,2025-12-19,P,275.0000,12.1500,12.1500,7.7200,8.5000,9.3646,983,156,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,3.5100,0.0129286530,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219P00275000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219P00280000,AAPL,2025-11-21,2025-12-19,P,280.0000,13.4900,13.6000,10.7000,12.1000,12.4257,81,23,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,8.5100,0.0313455376,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219P00280000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219P00285000,AAPL,2025-11-21,2025-12-19,P,285.0000,19.1600,19.1600,14.9000,15.3000,16.9471,28,16,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,13.5100,0.0497624222,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219P00285000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219P00290000,AAPL,2025-11-21,2025-12-19,P,290.0000,19.7600,20.3300,17.8200,18.8000,18.4631,156,33,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,18.5100,0.0681793068,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219P00290000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219P00295000,AAPL,2025-11-21,2025-12-19,P,295.0000,25.0000,25.0000,22.4500,22.4500,24.0438,8,2,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,23.5100,0.0865961914,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219P00295000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219P00300000,AAPL,2025-11-21,2025-12-19,P,300.0000,29.8500,30.2500,29.4700,29.4700,29.9050,4,4,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,28.5100,0.1050130760,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219P00300000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00005000,AAPL,2025-11-21,2025-12-19,C,5.0000,263.8200,266.1800,263.8200,266.1800,264.9900,30,3,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-266.4900,-0.9815831154,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00005000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00075000,AAPL,2025-11-21,2025-12-19,C,75.0000,197.7500,197.7500,197.5900,197.5900,197.6045,11,3,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-196.4900,-0.7237467310,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00075000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00080000,AAPL,2025-11-21,2025-12-19,C,80.0000,190.1000,190.1000,190.1000,190.1000,190.1000,10,1,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-191.4900,-0.7053298464,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00080000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00100000,AAPL,2025-11-21,2025-12-19,C,100.0000,169.5600,172.6200,169.5500,171.8000,170.8440,15,5,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-171.4900,-0.6316623080,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00100000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00115000,AAPL,2025-11-21,2025-12-19,C,115.0000,154.6200,154.7500,154.6200,154.7500,154.6850,2,2,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-156.4900,-0.5764116542,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00115000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00125000,AAPL,2025-11-21,2025-12-19,C,125.0000,147.5800,147.5800,147.5800,147.5800,147.5800,3,1,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-146.4900,-0.5395778850,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00125000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00130000,AAPL,2025-11-21,2025-12-19,C,130.0000,141.0000,143.3500,141.0000,143.3500,141.9400,5,4,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-141.4900,-0.5211610004,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00130000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00140000,AAPL,2025-11-21,2025-12-19,C,140.0000,130.0000,130.0000,130.0000,130.0000,130.0000,5,1,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-131.4900,-0.4843272312,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00140000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00155000,AAPL,2025-11-21,2025-12-19,C,155.0000,115.4700,116.7500,115.4700,116.7500,116.5367,6,2,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-116.4900,-0.4290765774,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00155000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00160000,AAPL,2025-11-21,2025-12-19,C,160.0000,108.8400,108.8400,108.8400,108.8400,108.8400,1,1,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-111.4900,-0.4106596928,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00160000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00165000,AAPL,2025-11-21,2025-12-19,C,165.0000,108.2700,108.2700,108.2700,108.2700,108.2700,1,1,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-106.4900,-0.3922428082,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00165000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00175000,AAPL,2025-11-21,2025-12-19,C,175.0000,94.4800,94.4800,94.4800,94.4800,94.4800,10,2,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-96.4900,-0.3554090390,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00175000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00180000,AAPL,2025-11-21,2025-12-19,C,180.0000,88.3100,92.0000,88.3100,92.0000,91.6005,22,5,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-91.4900,-0.3369921544,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00180000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00185000,AAPL,2025-11-21,2025-12-19,C,185.0000,86.4800,86.4800,86.4800,86.4800,86.4800,2,1,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-86.4900,-0.3185752698,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00185000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00190000,AAPL,2025-11-21,2025-12-19,C,190.0000,78.3800,83.3300,78.3800,83.3300,81.3650,4,3,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-81.4900,-0.3001583852,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00190000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00195000,AAPL,2025-11-21,2025-12-19,C,195.0000,73.4700,78.6100,73.4700,78.5700,76.1156,9,7,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-76.4900,-0.2817415006,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00195000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00200000,AAPL,2025-11-21,2025-12-19,C,200.0000,68.6000,73.3500,68.6000,72.9700,72.8740,325,84,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-71.4900,-0.2633246160,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00200000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00205000,AAPL,2025-11-21,2025-12-19,C,205.0000,63.5400,68.0500,63.5400,68.0200,67.8571,42,7,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-66.4900,-0.2449077314,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00205000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00210000,AAPL,2025-11-21,2025-12-19,C,210.0000,60.0000,63.4500,60.0000,61.7000,62.4974,116,14,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-61.4900,-0.2264908468,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00210000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00215000,AAPL,2025-11-21,2025-12-19,C,215.0000,53.7400,58.9200,53.7400,57.5000,56.5998,44,10,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-56.4900,-0.2080739622,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00215000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00220000,AAPL,2025-11-21,2025-12-19,C,220.0000,48.0000,54.1000,48.0000,53.3000,51.6481,62,23,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-51.4900,-0.1896570776,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00220000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00225000,AAPL,2025-11-21,2025-12-19,C,225.0000,42.1500,49.2000,42.1500,47.8900,48.4894,379,24,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-46.4900,-0.1712401930,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00225000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00230000,AAPL,2025-11-21,2025-12-19,C,230.0000,38.5000,44.3500,38.5000,42.2600,41.9796,219,30,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-41.4900,-0.1528233084,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00230000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00235000,AAPL,2025-11-21,2025-12-19,C,235.0000,34.3700,39.0000,34.3700,37.8400,37.7178,73,23,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-36.4900,-0.1344064238,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00235000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00240000,AAPL,2025-11-21,2025-12-19,C,240.0000,29.0500,34.7100,29.0500,32.7000,32.6219,260,38,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-31.4900,-0.1159895392,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00240000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00245000,AAPL,2025-11-21,2025-12-19,C,245.0000,24.6500,30.0000,24.6500,28.4500,28.1250,101,34,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-26.4900,-0.0975726546,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00245000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00250000,AAPL,2025-11-21,2025-12-19,C,250.0000,19.9500,25.2500,19.9500,23.4700,22.1366,1063,81,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-21.4900,-0.0791557700,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00250000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00255000,AAPL,2025-11-21,2025-12-19,C,255.0000,17.2500,21.1200,17.2500,19.6500,18.8652,255,39,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-16.4900,-0.0607388854,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00255000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00260000,AAPL,2025-11-21,2025-12-19,C,260.0000,13.1000,17.0000,12.6400,15.6700,14.4575,1027,160,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-11.4900,-0.0423220008,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00260000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00265000,AAPL,2025-11-21,2025-12-19,C,265.0000,9.4000,13.1400,9.4000,11.5500,11.5104,6716,314,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-6.4900,-0.0239051162,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00265000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00270000,AAPL,2025-11-21,2025-12-19,C,270.0000,6.5100,9.7500,6.4100,8.6500,8.3260,3433,740,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,-1.4900,-0.0054882316,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00270000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00275000,AAPL,2025-11-21,2025-12-19,C,275.0000,4.2000,6.8000,4.1000,5.9400,5.9225,5468,1124,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,3.5100,0.0129286530,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00275000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00280000,AAPL,2025-11-21,2025-12-19,C,280.0000,2.7300,4.5000,2.7200,3.8200,3.8926,7745,1001,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,8.5100,0.0313455376,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00280000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00285000,AAPL,2025-11-21,2025-12-19,C,285.0000,1.6200,2.8300,1.6200,2.2000,2.3634,6987,719,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,13.5100,0.0497624222,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00285000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00290000,AAPL,2025-11-21,2025-12-19,C,290.0000,0.9300,1.7200,0.9300,1.3100,1.3826,3786,694,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,18.5100,0.0681793068,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00290000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00295000,AAPL,2025-11-21,2025-12-19,C,295.0000,0.5400,0.9800,0.5400,0.7100,0.7840,3624,307,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,23.5100,0.0865961914,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00295000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00300000,AAPL,2025-11-21,2025-12-19,C,300.0000,0.3000,0.5600,0.3000,0.3600,0.4154,5044,282,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,28.5100,0.1050130760,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00300000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00305000,AAPL,2025-11-21,2025-12-19,C,305.0000,0.1800,0.2900,0.1800,0.2000,0.2144,713,60,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,33.5100,0.1234299606,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00305000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00310000,AAPL,2025-11-21,2025-12-19,C,310.0000,0.1000,0.1500,0.0900,0.1100,0.1196,336,46,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,38.5100,0.1418468452,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00310000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00315000,AAPL,2025-11-21,2025-12-19,C,315.0000,0.0900,0.0900,0.0700,0.0700,0.0725,8,4,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,43.5100,0.1602637298,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00315000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00320000,AAPL,2025-11-21,2025-12-19,C,320.0000,0.0400,0.0500,0.0300,0.0400,0.0425,1153,47,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,48.5100,0.1786806144,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00320000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00325000,AAPL,2025-11-21,2025-12-19,C,325.0000,0.0300,0.0300,0.0200,0.0300,0.0299,568,15,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,53.5100,0.1970974990,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00325000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251219C00330000,AAPL,2025-11-21,2025-12-19,C,330.0000,0.0200,0.0300,0.0200,0.0200,0.0291,33,4,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,28,58.5100,0.2155143836,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251219C00330000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
