OPTION_SYMBOL,UNDERLYING_TICKER,TRADE_DATE,EXPIRATION_DATE,OPTION_TYPE,STRIKE_PRICE,OPTION_OPEN_PRICE,OPTION_HIGH_PRICE,OPTION_LOW_PRICE,OPTION_CLOSE_PRICE,OPTION_VWAP,OPTION_VOLUME,OPTION_TRADES,UNDERLYING_OPEN_PRICE,UNDERLYING_HIGH_PRICE,UNDERLYING_LOW_PRICE,UNDERLYING_CLOSE_PRICE,UNDERLYING_VWAP,UNDERLYING_VOLUME,UNDERLYING_TRADES,DAYS_TO_EXPIRATION,SIGNED_MONEYNESS_RAW,SIGNED_MONEYNESS_PCT,OPTION_AGGREGATES_TIMESTAMP,UNDERLYING_AGGREGATES_TIMESTAMP,OPTION_INSERTED_AT,UNDERLYING_INSERTED_AT,OPTION_LOAD_DATE,UNDERLYING_LOAD_DATE,OPTION_FILENAME,UNDERLYING_FILENAME,MISSING_UNDERLYING_FLAG
O:AAPL251121P00100000,AAPL,2025-11-21,2025-11-21,P,100.0000,0.0100,0.0400,0.0100,0.0100,0.0125,12,3,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-171.4900,-0.6316623080,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00100000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00105000,AAPL,2025-11-21,2025-11-21,P,105.0000,0.1600,0.1600,0.0400,0.0600,0.0526,42,6,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-166.4900,-0.6132454234,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00105000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00115000,AAPL,2025-11-21,2025-11-21,P,115.0000,0.0200,0.0200,0.0200,0.0200,0.0200,1,1,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-156.4900,-0.5764116542,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00115000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00120000,AAPL,2025-11-21,2025-11-21,P,120.0000,0.0700,0.0700,0.0700,0.0700,0.0700,1,1,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-151.4900,-0.5579947696,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00120000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00130000,AAPL,2025-11-21,2025-11-21,P,130.0000,0.0300,0.0300,0.0100,0.0100,0.0200,2,2,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-141.4900,-0.5211610004,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00130000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00135000,AAPL,2025-11-21,2025-11-21,P,135.0000,0.2500,0.2500,0.2500,0.2500,0.2500,1,1,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-136.4900,-0.5027441158,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00135000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00150000,AAPL,2025-11-21,2025-11-21,P,150.0000,0.0100,0.0100,0.0100,0.0100,0.0100,20,9,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-121.4900,-0.4474934620,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00150000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00185000,AAPL,2025-11-21,2025-11-21,P,185.0000,0.0100,0.0100,0.0100,0.0100,0.0100,113,8,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-86.4900,-0.3185752698,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00185000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00190000,AAPL,2025-11-21,2025-11-21,P,190.0000,0.0100,0.0100,0.0100,0.0100,0.0100,3,1,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-81.4900,-0.3001583852,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00190000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00195000,AAPL,2025-11-21,2025-11-21,P,195.0000,0.0100,0.0100,0.0100,0.0100,0.0100,3,3,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-76.4900,-0.2817415006,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00195000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00200000,AAPL,2025-11-21,2025-11-21,P,200.0000,0.0100,0.0100,0.0100,0.0100,0.0100,5,2,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-71.4900,-0.2633246160,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00200000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00205000,AAPL,2025-11-21,2025-11-21,P,205.0000,0.0100,0.0100,0.0100,0.0100,0.0100,13,4,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-66.4900,-0.2449077314,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00205000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00210000,AAPL,2025-11-21,2025-11-21,P,210.0000,0.0100,0.0100,0.0100,0.0100,0.0100,25,19,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-61.4900,-0.2264908468,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00210000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00215000,AAPL,2025-11-21,2025-11-21,P,215.0000,0.0100,0.0100,0.0100,0.0100,0.0100,43,21,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-56.4900,-0.2080739622,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00215000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00220000,AAPL,2025-11-21,2025-11-21,P,220.0000,0.0100,0.0200,0.0100,0.0100,0.0108,245,29,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-51.4900,-0.1896570776,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00220000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00225000,AAPL,2025-11-21,2025-11-21,P,225.0000,0.0100,0.0200,0.0100,0.0100,0.0109,45,32,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-46.4900,-0.1712401930,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00225000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00227500,AAPL,2025-11-21,2025-11-21,P,227.5000,0.0100,0.0100,0.0100,0.0100,0.0100,22,2,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-43.9900,-0.1620317507,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00227500.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00230000,AAPL,2025-11-21,2025-11-21,P,230.0000,0.0200,0.0400,0.0100,0.0100,0.0107,151,31,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-41.4900,-0.1528233084,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00230000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00232500,AAPL,2025-11-21,2025-11-21,P,232.5000,0.0200,0.0200,0.0100,0.0100,0.0121,102,6,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-38.9900,-0.1436148661,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00232500.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00235000,AAPL,2025-11-21,2025-11-21,P,235.0000,0.0100,0.0400,0.0100,0.0100,0.0109,138,22,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-36.4900,-0.1344064238,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00235000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00237500,AAPL,2025-11-21,2025-11-21,P,237.5000,0.5000,0.5000,0.0100,0.0600,0.0960,86,9,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-33.9900,-0.1251979815,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00237500.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00240000,AAPL,2025-11-21,2025-11-21,P,240.0000,0.0300,0.0300,0.0100,0.0100,0.0127,74,21,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-31.4900,-0.1159895392,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00240000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00242500,AAPL,2025-11-21,2025-11-21,P,242.5000,0.0100,0.0200,0.0100,0.0100,0.0136,28,10,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-28.9900,-0.1067810969,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00242500.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00245000,AAPL,2025-11-21,2025-11-21,P,245.0000,0.0200,0.0300,0.0100,0.0100,0.0111,295,42,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-26.4900,-0.0975726546,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00245000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00247500,AAPL,2025-11-21,2025-11-21,P,247.5000,0.0100,0.1200,0.0100,0.0100,0.0115,490,55,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-23.9900,-0.0883642123,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00247500.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00250000,AAPL,2025-11-21,2025-11-21,P,250.0000,0.0200,0.0300,0.0100,0.0100,0.0157,3121,142,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-21.4900,-0.0791557700,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00250000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00252500,AAPL,2025-11-21,2025-11-21,P,252.5000,0.0400,0.0400,0.0100,0.0100,0.0169,1059,103,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-18.9900,-0.0699473277,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00252500.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00255000,AAPL,2025-11-21,2025-11-21,P,255.0000,0.0900,0.1000,0.0100,0.0100,0.0308,12415,444,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-16.4900,-0.0607388854,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00255000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00257500,AAPL,2025-11-21,2025-11-21,P,257.5000,0.1700,0.1700,0.0100,0.0100,0.0271,11926,494,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-13.9900,-0.0515304431,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00257500.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00260000,AAPL,2025-11-21,2025-11-21,P,260.0000,0.3200,0.3200,0.0100,0.0100,0.0552,11721,1085,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-11.4900,-0.0423220008,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00260000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00262500,AAPL,2025-11-21,2025-11-21,P,262.5000,0.7100,0.7100,0.0100,0.0100,0.1636,18841,1686,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-8.9900,-0.0331135585,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00262500.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00265000,AAPL,2025-11-21,2025-11-21,P,265.0000,1.2200,1.3500,0.0100,0.0100,0.2712,61135,5470,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-6.4900,-0.0239051162,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00265000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00267500,AAPL,2025-11-21,2025-11-21,P,267.5000,2.4900,2.5000,0.0100,0.0100,0.5381,56076,7107,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-3.9900,-0.0146966739,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00267500.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00270000,AAPL,2025-11-21,2025-11-21,P,270.0000,4.3500,4.3500,0.0100,0.0100,0.6826,59793,7174,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-1.4900,-0.0054882316,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00270000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00272500,AAPL,2025-11-21,2025-11-21,P,272.5000,6.5000,6.5000,0.2700,0.9900,1.5497,22836,2533,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,1.0100,0.0037202107,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00272500.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00275000,AAPL,2025-11-21,2025-11-21,P,275.0000,8.5500,8.5500,1.8100,4.0000,4.1738,2383,382,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,3.5100,0.0129286530,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00275000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00277500,AAPL,2025-11-21,2025-11-21,P,277.5000,11.4400,11.4400,4.6000,6.1000,6.1887,329,65,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,6.0100,0.0221370953,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00277500.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00280000,AAPL,2025-11-21,2025-11-21,P,280.0000,11.0500,12.5000,7.1000,8.6500,9.3177,121,37,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,8.5100,0.0313455376,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00280000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00282500,AAPL,2025-11-21,2025-11-21,P,282.5000,11.8300,11.8300,9.6500,11.2000,11.1275,4,3,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,11.0100,0.0405539799,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00282500.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00285000,AAPL,2025-11-21,2025-11-21,P,285.0000,13.6900,14.0000,12.1000,12.1000,12.5890,10,4,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,13.5100,0.0497624222,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00285000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00287500,AAPL,2025-11-21,2025-11-21,P,287.5000,18.9200,18.9200,17.9200,17.9200,18.4200,2,2,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,16.0100,0.0589708645,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00287500.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00290000,AAPL,2025-11-21,2025-11-21,P,290.0000,19.5700,19.5700,19.0000,19.0000,19.4275,4,2,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,18.5100,0.0681793068,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00290000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00292500,AAPL,2025-11-21,2025-11-21,P,292.5000,23.9500,24.2000,21.6000,21.6000,23.5370,23,4,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,21.0100,0.0773877491,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00292500.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121P00300000,AAPL,2025-11-21,2025-11-21,P,300.0000,29.2000,29.3500,29.0100,29.2800,29.2376,76,6,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,28.5100,0.1050130760,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121P00300000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121C00100000,AAPL,2025-11-21,2025-11-21,C,100.0000,169.9300,172.2600,169.9300,172.2600,171.2109,11,7,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-171.4900,-0.6316623080,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121C00100000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121C00105000,AAPL,2025-11-21,2025-11-21,C,105.0000,164.9800,167.4100,164.9800,167.4100,165.6757,7,7,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-166.4900,-0.6132454234,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121C00105000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121C00110000,AAPL,2025-11-21,2025-11-21,C,110.0000,162.4500,162.4500,162.4500,162.4500,162.4500,1,1,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-161.4900,-0.5948285388,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121C00110000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121C00115000,AAPL,2025-11-21,2025-11-21,C,115.0000,155.8100,157.4300,155.8100,157.4300,156.6200,2,2,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-156.4900,-0.5764116542,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121C00115000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121C00120000,AAPL,2025-11-21,2025-11-21,C,120.0000,150.8600,152.4800,150.8600,152.4800,151.6700,2,2,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-151.4900,-0.5579947696,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121C00120000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121C00125000,AAPL,2025-11-21,2025-11-21,C,125.0000,147.1300,147.1300,147.1300,147.1300,147.1300,3,1,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-146.4900,-0.5395778850,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121C00125000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
O:AAPL251121C00150000,AAPL,2025-11-21,2025-11-21,C,150.0000,120.9100,121.5500,120.9100,121.5500,121.2009,11,3,265.9500,273.3300,265.6700,271.4900,270.5154,59200384,792421,0,-121.4900,-0.4474934620,2025-11-20 21:00:00,2025-11-20 21:00:00,2025-11-22 00:31:22.374000,2025-11-21 23:31:22.075000,2025-11-22,2025-11-21,raw/polygon/options/per_contract/2025/11/21/O:AAPL251121C00150000.json.gz,raw/polygon/stocks/per_ticker/2025/11/21/AAPL.json.gz,0
